"","X1VS4_Cold_Control","X1VS4_Cold_CORT","X1VS4_Hot_Control","X1VS4_Hot_CORT","X1VS3_Cold_Control","X1VS3_Cold_CORT","X1VS3_Hot_Control","X1VS3_Hot_CORT","X2VS4_Cold_Control","X2VS4_Cold_CORT","X2VS4_Hot_Control","X2VS4_Hot_CORT","X2VS3_Cold_Control","X2VS3_Cold_CORT","X2VS3_Hot_Control","X2VS3_Hot_CORT","X3VS4_Cold_Control","X3VS4_Cold_CORT","X3VS4_Hot_Control","X3VS4_Hot_CORT"
"1",4.03023208344199e-15,3.7e-24,6.15819500147098e-19,3.7e-24,3.7e-24,3.7e-24,3.7e-24,3.7e-24,6.76806641552973e-11,4.91043963401558e-18,1.28180810969393e-20,5.8405136540053e-15,3.7e-24,3.7e-24,3.7e-24,4.25068002442153e-19,2.2922809045614e-16,3.7e-24,3.7e-24,3.7e-24
