"","Test","Cold_CORT","Cold_Control","Hot_CORT","Hot_Control"
"160","1VS4","5.92450922682719","6.13624159908981","6.24629537148497","5.08708949108758"
"161","1VS4","6.05825210652935","6.03986535556216","6.12830949531471","4.47586603572682"
"162","1VS4","5.81812502715573","6.24773129183847","6.30179610934068","5.60943537630681"
"163","1VS4","5.68607764177937","6.01714732314439","5.47449124048087","4.72459373000304"
"164","1VS4","6.2121767901898","5.89426442509568","5.63529042324518","5.68062942235606"
"165","1VS4","6.22443722890535","6.2720376481658","6.44804065099303","5.27242997962129"
"166","1VS4","5.78150856542274","6.16878070276685","5.91547164666583","5.42186561871458"
"167","1VS4","6.05713567533836","6.29108209720319","5.80206769982045","5.00541731204752"
"168","1VS4","6.32361547213187","5.7901761981938","6.04413332616745","4.92850243887441"
"169","1VS4","6.04862099533621","6.09983143778632","6.08277904504107","5.34097805993367"
"170","1VS4","6.38052226053184","6.29452912107998","6.0409036388631","5.43359798851397"
"171","1VS4","6.10368052446526","6.14987913889023","6.56782549443527","4.86883674870525"
"172","1VS4","6.0023718245827","6.77957595606831","6.22746426621207","5.30305203529714"
"173","1VS4","6.17990623653984","6.34077612004964","6.28726176944737","5.21569385208671"
"174","1VS4","5.55627581172048","6.06134070073457","5.42567838578376","4.34476210203745"
"175","1VS4","6.2602708563501","6.16934177006811","5.99064571943319","4.98040041436474"
"176","1VS4","5.70305802955216","5.79404106954606","5.8053078546193","5.54603719971289"
"177","1VS4","6.16918575505298","5.66045174487547","6.02305559270208","5.88403851628805"
"178","1VS4","5.80464857286724","6.15154300109095","6.28340434805764","5.80769435941467"
"179","1VS4","6.24567605457852","6.05903423962758","6.12110828274146","5.77703282190411"
"180","1VS4","5.72722896321956","6.22820165193103","6.08665874184908","5.58046117527705"
"181","1VS4","5.58883761774082","6.02885900287021","6.3147695093647","4.8450224238881"
"182","1VS4","5.78137606798531","5.92136838257608","5.4597788481244","5.85338884716137"
"183","1VS4","6.27115239801135","5.99046077689342","6.1623017444604","5.73703129373735"
"184","1VS4","6.26900147603369","5.65300783625708","6.30767574652265","5.55701930705897"
"185","1VS4","5.84050856778331","5.72634004708754","6.06282728428059","5.39347681886957"
"186","1VS4","5.98617156643376","6.17030514456367","6.2845407151202","5.66259962715106"
"187","1VS4","5.44562765064499","5.80714596325205","6.06152633995572","5.31380243927895"
"188","1VS4","6.12797593184683","5.87710404214467","6.02287040375626","5.77444529533072"
"189","1VS4","6.0465273724177","5.81226979672088","5.42156323397063","5.33444920648028"
"190","1VS4","6.30181064693226","5.84635402506464","5.76739057811135","5.13930155166109"
"191","1VS4","6.20106026261426","5.99050004555886","5.97252224362417","5.47220674276349"
"192","1VS4","5.78052921371944","5.79258512102908","6.15211754349377","5.2074571602797"
"193","1VS4","5.71146946001719","6.46730697974531","5.76846218954241","5.48792347969178"
"194","1VS4","6.27581982480236","6.07924263006968","5.31214697830322","5.38896089629227"
"195","1VS4","5.10064622443866","5.91696054602897","6.29755736354886","5.15566294947813"
"196","1VS4","5.36377457120892","6.04873770446662","6.31192389520089","4.99743302453664"
"197","1VS4","6.02139590871356","5.8868983200818","5.99295362944607","4.73880644726889"
"198","1VS4","6.16268454079644","6.3497859390919","6.33614392247805","5.55433265399632"
"199","1VS4","5.36096680834213","5.64575210930079","6.1146320987853","5.60745247358333"
"200","1VS4","6.36336623400431","6.20760765145469","6.37931090893418","5.11753763544025"
"201","1VS4","6.39126191157922","6.10673739519235","6.25784291051112","5.30218189397061"
"202","1VS4","6.07932442629297","6.04307872215174","6.18229283029011","5.16273900227756"
"203","1VS4","5.82802839845388","5.71298274146497","6.14997404945742","5.62785165399981"
"204","1VS4","5.72990597434383","6.54513299934921","6.4903528907548","5.47100113727376"
"205","1VS4","6.1815621959228","6.18609302048907","6.35066159985108","5.27994570171918"
"206","1VS4","5.88594317111485","6.12809069146011","6.57655365859116","4.98488831095556"
"207","1VS4","6.16824573124702","5.97084566232462","5.93618363611069","4.80267767550794"
"208","1VS4","5.60756560485165","6.48589428422696","6.14845029182289","4.76892047702414"
"209","1VS4","6.241948630166","6.33025878565969","5.84733174604585","5.57746433226576"
"210","1VS4","5.74776874465283","6.43062005672768","6.19274839985617","5.42624908995081"
"211","1VS4","5.92527822993383","6.19646498962789","6.24282773640956","5.35753209202549"
"212","1VS4","5.85330291145326","6.21416242918734","6.60633022772726","5.12340257597932"
"213","1VS4","5.73388888184521","6.14355048267405","6.17706938516888","5.3475794931355"
"214","1VS4","5.49937028681959","5.83899109319741","5.80671743299679","5.29482686864294"
"215","1VS4","6.12819131608127","6.13767779689527","6.2351319169927","5.41945752915382"
"216","1VS4","6.04023877158657","6.10854788725587","5.84313829880954","5.99314838295461"
"217","1VS4","6.35852447392219","6.53554277673004","6.18183513341493","5.23021556021838"
"218","1VS4","6.28522112958896","6.02057065440323","6.11443134354321","5.6711414707943"
"219","1VS4","5.66579753673127","5.71368544356568","5.61574086125656","4.77738217914793"
"220","1VS4","6.15470973005298","6.20822785872176","5.96813976804777","5.18416572466094"
"221","1VS4","5.84824933677973","6.26579695544049","6.5575084276426","5.37433655147707"
"222","1VS4","6.1271050944847","6.27439295164887","6.73840999219804","5.53023544116427"
"223","1VS4","6.17796679917896","6.39769394204881","5.75718452283698","5.18902264698982"
"224","1VS4","5.680739938514","6.40884464600608","6.08064198133902","5.10546984146781"
"225","1VS4","6.11432544742857","6.20777873271077","5.9744014324295","5.26390661707948"
"226","1VS4","6.03016378432039","5.85742704580677","6.08924984454903","5.18142358780823"
"227","1VS4","5.7193434915474","5.76534825116494","5.63608492402542","5.50692868582795"
"228","1VS4","6.41620048696135","6.20046148867982","5.97132679556809","5.20843919138628"
"229","1VS4","6.13246658424403","6.28970703574731","6.20189117248946","5.42953100317384"
"230","1VS4","6.49761122536105","6.47268228690497","5.91107932270682","5.36736449779207"
"231","1VS4","5.68987903556977","6.03557946780293","6.08021723046543","5.19206731820073"
"232","1VS4","5.91850812588434","6.51174095518831","5.95155555363947","5.06427116925837"
"233","1VS4","5.80704790331108","6.30037662123682","6.23038591684526","5.80969741895678"
"234","1VS4","6.51494594033118","5.34908498770922","6.15338679913319","4.75893630656476"
"235","1VS4","6.12463093790955","6.22823343624839","6.15348044613703","5.47100939378123"
"236","1VS4","6.09912319093548","6.03817285171828","6.02450055986273","5.63840527365979"
"237","1VS4","6.01357241777502","5.71088613178572","5.92438448398573","5.12604423783692"
"238","1VS4","6.02326949343655","5.88612670395313","6.33853707927874","5.39693719499527"
"239","1VS4","5.98206958009917","6.33439241017485","6.41257302643899","5.37139384860996"
"240","1VS4","5.8125468905292","6.86841965061434","6.14506357164502","4.78893753146061"
"241","1VS4","5.97496882316492","5.93756653111711","5.27899927237596","5.13046487786534"
"242","1VS4","6.52651992766574","6.70446034985176","6.38896696357159","4.9832996509132"
"243","1VS4","6.23093027068421","5.83548562113168","6.13436740773874","5.52575896244548"
"244","1VS4","6.33997705387118","5.40148955613991","6.49183086785822","5.97034667898099"
"245","1VS4","6.27078398273791","5.78576793814224","5.49890831970705","4.95252230359384"
"246","1VS4","6.142378946417","5.97745694300508","5.48532627295393","5.41576053356539"
"247","1VS4","6.20318353292019","6.05762258780758","5.87278702813125","5.4666598202965"
"248","1VS4","5.80276184480541","6.03469422543836","5.86779099946156","5.52307313238785"
"249","1VS4","5.80817879122631","5.57902698700905","5.78319595455277","5.69953544512944"
"250","1VS4","6.04139908910804","6.05320605441511","6.2230414380955","5.42196818408942"
"251","1VS4","6.11604987655115","5.84040340454243","6.01010740863872","5.63097444224509"
"252","1VS4","6.03242149391389","5.64552700421913","6.43568564571663","5.32185886437908"
"253","1VS4","5.94313518853471","6.0797056744536","5.90573954396591","5.68724268280354"
"254","1VS4","5.9515251253081","6.26202344343323","5.93190063603322","5.86457698811953"
"255","1VS4","5.78319938443864","6.17176041320617","5.8983508124615","5.39506638743938"
"256","1VS4","5.94777576606574","6.63730142232386","6.0255070061452","5.07294860556143"
"257","1VS4","6.05684461292595","6.10854430093431","6.25883125362996","5.33875133752064"
"258","1VS4","6.48694403015216","5.97451462005824","6.11817263353671","5.19992398042654"
"259","1VS4","6.28701631134963","6.71086524890599","5.62643607398034","5.49999858965982"
"260","1VS4","5.60372294877785","6.30716158362823","6.50574996285101","5.03573362754415"
"261","1VS4","5.91604330229428","6.32564526769665","5.62938275491823","5.15332183489348"
"262","1VS4","5.82371451096232","6.09463579184458","6.60167676177314","4.95617693106971"
"263","1VS4","5.98940544122829","5.85424568020169","6.24436281896221","5.61379481215527"
"264","1VS4","5.98798627637428","5.82344309152591","5.91401676556002","5.44316683053505"
"265","1VS4","6.44181861472161","5.732747697811","5.71112504319918","5.35109283466224"
"266","1VS4","6.18494232712194","6.52593846802441","6.16648960628454","5.29341997432773"
"267","1VS4","5.31051829006028","5.98545384421665","5.80078675053054","5.89118398433866"
"268","1VS4","5.94608034534568","6.03671163037443","6.09609435843582","5.47909810540306"
"269","1VS4","5.73021377208865","6.02656681548973","6.22960357170311","5.11938081404453"
"270","1VS4","5.1561277345174","6.3971580204425","6.34409128962833","5.58461725845626"
"271","1VS4","5.53940120839342","6.2802137245048","6.2461459576064","5.48812990737041"
"272","1VS4","5.4853549749029","6.21805327993669","5.86213306807843","5.14587732366867"
"273","1VS4","6.16970177316774","5.5752024692605","6.5098770585415","5.20363441215552"
"274","1VS4","5.37562673455527","6.56758922693037","5.94775937232982","4.96715449252963"
"275","1VS4","5.88002558811269","6.03098642659746","5.6142668842637","4.77940202991673"
"276","1VS4","5.88680292529285","6.01725254359577","6.29111406435611","5.35116140820006"
"277","1VS4","5.94158114779825","6.11151713079681","6.7881593775325","4.6163702907461"
"278","1VS4","5.69829840930978","6.27037732693677","5.73329198486337","4.93042410661909"
"279","1VS4","6.07892614888307","6.36054458100368","5.78809669966381","5.5471396554443"
"280","1VS4","5.5165318235921","6.74284057584588","5.67142996794292","5.14567228972771"
"281","1VS4","6.17513341662193","5.99003722908021","5.96060263245613","5.26933706955975"
"282","1VS4","5.79759411501676","5.44819233585816","5.56434093682153","5.59512873518811"
"283","1VS4","6.73183954088374","6.3577261074355","6.18455009819295","5.60191843445032"
"284","1VS4","5.83317848781253","6.41740131063323","5.70465045461997","5.2934134232017"
"285","1VS4","6.32457704908507","6.14857615250767","6.42540483490703","5.31420095394054"
"286","1VS4","5.42447029807223","5.92751314930785","5.69445907002278","4.76482886489435"
"287","1VS4","6.2018243441307","5.81807952060023","5.6002143471686","5.25322211932413"
"288","1VS4","5.59544352036424","6.28082261223562","5.63920218855889","5.45505170842032"
"289","1VS4","5.95572199545375","5.53952555485089","5.46194248445639","5.4177122089103"
"290","1VS4","6.27152257028666","5.48400616230364","6.3498194249602","5.19484088704308"
"291","1VS4","5.94732555764375","5.93379959080892","5.95612528184797","5.2222709110769"
"292","1VS4","5.86667809543951","6.06587671291368","6.10835547940956","5.10656345947121"
"293","1VS4","6.41029483059417","6.15036901670833","6.67511063468319","5.73697765935426"
"294","1VS4","6.31973195899389","6.03624404289003","6.36638381980103","5.19996340118681"
"295","1VS4","5.84960049664513","6.31381680382199","5.81133476230923","4.90386733123143"
"296","1VS4","6.35727194876156","6.27130849288182","5.43593721795941","4.92977675562317"
"297","1VS4","5.5847023997668","5.59872446387128","5.73375900442527","5.67713568737742"
"298","1VS4","6.24583843844439","6.33329809874721","5.85033639650037","5.49550149411148"
"299","1VS4","5.65531891008719","6.07070253207451","6.34840175330521","5.68945627713091"
"300","1VS4","6.05604616735376","6.28069081386454","5.97158543967218","5.51823294698236"
"301","1VS4","5.54808894244511","5.79591805217121","5.87287665707827","5.02661758298447"
"302","1VS4","5.22240865187782","5.98519693980981","5.73215851897908","5.63526480598674"
"303","1VS4","6.33037852280617","6.47274233140155","5.9164261684918","5.05573723093031"
"304","1VS4","5.82896041174443","5.48954593837263","6.23372143916196","6.14097236598696"
"305","1VS4","5.86710696970345","6.25689036914196","6.47290282696685","5.23170193371104"
"306","1VS4","5.84707872481359","5.72647369465873","6.17596320899639","5.49937379062005"
"307","1VS4","6.46538017357856","6.25595702106248","6.16231639204137","5.62630025862109"
"308","1VS4","5.88963579321161","6.23813976242486","5.91724051941175","5.53073390492287"
"309","1VS4","6.22715569442864","5.9185443770206","5.91541312763453","5.49706740692067"
"310","1VS4","5.89118566245073","5.4227893797646","6.35908888455338","5.14489418441313"
"311","1VS4","6.63002852987143","5.89844285481467","6.25655579802707","4.89954732944321"
"312","1VS4","6.72625852486244","6.16020857386305","5.83189979878671","5.25841042985222"
"313","1VS4","6.20420941128307","6.31322370001336","6.11695368236038","5.4593909512784"
"314","1VS4","6.05825887004481","5.70083773558356","6.11933742023704","4.9662859224062"
"315","1VS4","6.0921207625688","6.22016960537766","6.18995146612484","5.33275352812204"
"316","1VS4","6.80342818942503","6.34353894980958","5.87392071500059","5.91450455907176"
"317","1VS4","5.69115424276685","6.18248746923467","6.6507949859303","5.29256828395514"
"318","1VS4","5.82769050682704","5.89870813877444","6.43051586009282","5.20474214069493"
"319","1VS4","5.70786262383815","6.21660250571045","6.10803197670213","5.74418760763234"
"320","1VS4","5.92170688797388","6.17712850123597","5.77263316197873","5.63405639899865"
"321","1VS4","6.11199410951839","6.82281097363535","6.4614823701184","5.42925069925758"
"322","1VS4","5.98258753701373","6.15294559368336","6.07078726662026","5.15844833664977"
"323","1VS4","5.95344002426534","6.07943419369191","5.61202528018229","4.82106917581772"
"324","1VS4","6.13083143215127","6.22499951277651","5.93159323012834","4.90578046999641"
"325","1VS4","5.97783372163489","6.19553552296431","6.32759725141974","4.9238714989478"
"326","1VS4","6.10708916975778","6.18821085052977","6.46099070067388","5.46827397747263"
"327","1VS4","5.98145575753631","5.73511763998984","6.25480331402214","5.46846451715286"
"328","1VS4","6.61354365767635","6.4590028184486","6.08698816687002","5.37203722519211"
"329","1VS4","5.92761972611906","5.73169381420453","6.40167012535288","5.27828698926"
"330","1VS4","5.60628125346087","6.17426204341728","6.16816349204364","4.69595682427116"
"331","1VS4","6.09839992848688","5.99509009987988","5.67213642952874","5.76656655478206"
"332","1VS4","5.90134605895817","6.39489700462017","6.06458433704002","5.95720958780581"
"333","1VS4","5.883155168583","5.85234196459749","5.94118565084267","5.89370923373555"
"334","1VS4","6.19937464247125","6.27531598431133","6.04236742550962","5.04390003388512"
"335","1VS4","6.44894559257087","6.53449493474416","6.08590051506555","4.96477045726915"
"336","1VS4","5.32966697758196","6.70341339260412","6.13001852317575","5.03522538887039"
"337","1VS4","5.98273728834595","6.50449698377844","6.14514992462516","5.86419735006796"
"338","1VS4","6.1766425667496","5.98668089461021","4.90171825012751","6.01964168649116"
"339","1VS4","5.96277598936977","6.14809687786575","6.11398289530716","5.28708692565373"
