position,lizard_id,trt,sex,current_enclosure,clutch,hatch_date,test_date,age,notes,day,test_type,pos_high_lat,pos_high_risk,choice,lat_high,lat_low,latency,time_high,time_low,compared_interest,ratio_interest,side_choice
A1,3061,A_28,f,E755_23,CL840_24,8/1/2024,18/5/2024,131,,3,2 VS 3,Right,Far,0,839,616,616,43,72,-29,-0.252173913,Left
A2,2893,A_23,m,E338_23,CL798_24,24/1/2024,18/5/2024,115,,3,1 VS 3,Left,Far,1,89,151,89,44,98,-54,-0.38028169,Left
A2,3058,A_28,f,E171_23,CL839_24,10/1/2024,18/5/2024,129,,3,2 VS 4,Right,Far,0,1009,966,966,54,138,-84,-0.4375,Left
A2,3127,B_23,f,E714_23,CL858_24,2/2/2024,18/5/2024,106,,3,3 VS 4,Right,Far,0,217,185,185,8,46,-38,-0.703703704,Left
A3,2946,A_23,m,E681_23,CL812_24,22/1/2024,18/5/2024,117,,3,1 VS 4,Right,Far,0,314,257,257,57,71,-14,-0.109375,Left
A3,2972,B_28,f,E261_23,CL818_24,5/1/2024,18/5/2024,134,,3,2 VS 4,Right,Far,0,437,399,399,56,63,-7,-0.058823529,Left
A3,2986,B_23,m,E648_23,CL821_24,28/1/2024,18/5/2024,111,,3,2 VS 3,Left,Far,1,165,259,165,117,63,54,0.3,Left
A3,3004,A_28,m,E161_23,CL824_24,8/1/2024,18/5/2024,131,,3,1 VS 3,Right,Close,0,2372,483,483,51,267,-216,-0.679245283,Left
A4,2917,A_23,m,E629_23,CL805_24,22/1/2024,18/5/2024,117,,3,3 VS 4,Left,Far,1,44,65,44,42,24,18,0.272727273,Left
A4,3037,B_28,f,E237_23,CL832_24,8/1/2024,18/5/2024,131,,3,1 VS 3,Left,Close,1,293,418,293,32,61,-29,-0.311827957,Left
A4,3131,B_23,m,E3101_23,CL859_24,2/2/2024,18/5/2024,106,,3,2 VS 4,Left,Far,1,229,293,229,44,66,-22,-0.2,Left
B1,2942,A_28,m,E239_23,CL811_24,3/1/2024,18/5/2024,136,,3,1 VS 4,Left,Close,0,1497,397,397,96,78,18,0.103448276,Right
B1,2978,B_28,m,E677_23,CL819_24,5/1/2024,18/5/2024,134,Might be two clutches.,3,1 VS 4,Right,Far,0,1972,1811,1811,99,92,7,0.036649215,Left
B1,3110,B_23,f,E119_23,CL853_24,2/2/2024,18/5/2024,106,,3,1 VS 3,Left,Far,1,90,379,90,152,40,112,0.583333333,Left
B2,2811,B_28,m,E789_23,CL772_24,17/1/2024,18/5/2024,122,,3,3 VS 4,Left,Far,0,650,437,437,136,142,-6,-0.021582734,Right
B2,2973,A_28,m,E735_23,CL818_24,5/1/2024,18/5/2024,134,,3,3 VS 4,Left,Close,1,220,362,220,108,120,-12,-0.052631579,Left
B2,3003,B_23,f,E4005_23,CL824_24,31/1/2024,18/5/2024,108,,3,1 VS 4,Right,Far,1,235,448,235,206,92,114,0.382550336,Right
B2,3035,A_23,m,E1017_23,CL832_24,24/1/2024,18/5/2024,115,,3,2 VS 3,Right,Close,1,1007,1508,1007,103,83,20,0.107526882,Right
B3,2898,A_23,f,E425_23,CL800_24,19/1/2024,18/5/2024,120,,3,2 VS 4,Left,Far,0,551,468,468,145,123,22,0.082089552,Right
B3,2915,B_23,m,E247_23,CL804_24,22/1/2024,18/5/2024,117,,3,3 VS 4,Left,Close,1,637,143,143,186,149,37,0.110447761,Left
B3,3182,A_28,m,E802_23,CL870_24,17/1/2024,18/5/2024,122,,3,2 VS 3,Left,Close,0,763,590,590,66,180,-114,-0.463414634,Right
B3,3208,B_28,f,E200_23,CL875_24,19/1/2024,18/5/2024,120,,3,2 VS 3,Left,Far,1,540,736,540,174,200,-26,-0.069518717,Left
B4,2976,A_23,m,E722_23,CL819_24,22/1/2024,18/5/2024,117,Might be two clutches.,3,1 VS 3,Right,Close,1,98,244,98,148,124,24,0.088235294,Right
B4,3183,B_28,m,E151_23,CL870_24,17/1/2024,18/5/2024,122,,3,2 VS 4,Left,Close,1,717,832,717,17,102,-85,-0.714285714,Left
B4,3205,B_28,f,E772_23,CL875_24,17/1/2024,18/5/2024,122,,3,1 VS 3,Left,Far,0,1147,1066,1066,86,38,48,0.387096774,Right
C1,2880,B_23,m,E427_23,CL796_24,19/1/2024,18/5/2024,120,,3,2 VS 3,Right,Close,1,327,396,327,113,26,87,0.625899281,Right
C1,2991,A_23,f,E976_23,CL821_24,24/1/2024,18/5/2024,115,,3,1 VS 4,Right,Close,1,562,598,562,39,36,3,0.04,Right
C1,3076,B_28,f,E0143_23,CL845_24,12/1/2024,18/5/2024,127,,3,1 VS 4,Right,Far,1,1604,2242,1604,120,186,-66,-0.215686275,Right
C2,2831,B_23,m,E705_23,CL780_24,17/1/2024,18/5/2024,122,,3,2 VS 4,Left,Far,1,1095,1152,1095,120,110,10,0.043478261,Left
C2,3150,A_28,f,E094_23,CL864_24,17/1/2024,18/5/2024,122,,3,2 VS 4,Right,Far,0,1246,630,630,127,77,50,0.245098039,Left
C2,3161,B_28,f,E664_23,CL866_24,17/1/2024,18/5/2024,122,,3,3 VS 4,Left,Close,1,192,295,192,82,145,-63,-0.27753304,Left
C3,2975,B_23,m,E915_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,3,1 VS 3,Left,Far,1,154,397,154,141,139,2,0.007142857,Left
C3,3151,B_28,f,E801_23,CL864_24,17/1/2024,18/5/2024,122,,3,2 VS 3,Right,Close,0,388,313,313,118,144,-26,-0.099236641,Left
C3,3175,A_28,f,E733_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",3,1 VS 3,Left,Close,1,231,292,231,35,67,-32,-0.31372549,Left
C4,2810,A_23,m,E582_23,CL772_24,17/1/2024,18/5/2024,122,,3,3 VS 4,Left,Far,0,842,745,745,115,100,15,0.069767442,Right
C4,2941,A_23,m,E045_23,CL810_24,22/1/2024,18/5/2024,117,,3,2 VS 3,Right,Far,0,1633,1072,1072,142,153,-11,-0.037288136,Left
C4,3126,A_28,f,E817_23,CL858_24,15/1/2024,18/5/2024,124,,3,1 VS 4,Left,Close,1,861,965,861,82,49,33,0.251908397,Left
E1,2869,B_23,f,E411_23,CL793_24,19/1/2024,18/5/2024,120,,3,1 VS 4,Left,Far,1,6341,6402,6341,18,21,-3,-0.076923077,Left
E1,3019,A_28,f,E074_23,CL828_24,8/1/2024,18/5/2024,131,,3,3 VS 4,Right,Far,1,731,3854,731,62,35,27,0.278350515,Right
E1,3168,A_28,f,E534_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",3,2 VS 3,Right,Close,0,3222,2648,2648,19,37,-18,-0.321428571,Left
E2,2897,B_23,f,E473_23,CL800_24,22/1/2024,18/5/2024,117,,3,3 VS 4,Left,Far,0,1426,1323,1323,34,86,-52,-0.433333333,Right
E2,3022,A_23,f,E478_23,CL829_24,22/1/2024,18/5/2024,117,,3,2 VS 4,Right,Far,1,3039,3395,3039,61,58,3,0.025210084,Right
E2,3119,B_28,m,E713_23,CL855_24,15/1/2024,18/5/2024,124,,3,2 VS 4,Right,Close,0,201,113,113,50,48,2,0.020408163,Left
E2,3121,A_28,f,E377_23,CL856_24,15/1/2024,18/5/2024,124,,3,2 VS 4,Left,Close,0,497,895,497,47,133,-86,-0.477777778,Right
E3,2812,B_23,m,E278_23,CL772_24,17/1/2024,18/5/2024,122,,3,2 VS 3,Left,Close,1,1647,1724,1647,91,58,33,0.22147651,Left
E3,2844,A_23,m,E1728_23,CL784_24,15/1/2024,18/5/2024,124,,3,1 VS 3,Left,Far,0,154,115,115,51,63,-12,-0.105263158,Right
E3,3002,B_28,f,E787_23,CL824_24,8/1/2024,18/5/2024,131,,3,1 VS 3,Left,Close,1,1351,1666,1351,264,92,172,0.483146067,Left
E3,3075,A_28,m,E827_23,CL845_24,15/1/2024,18/5/2024,124,,3,1 VS 3,Right,Close,1,213,338,213,52,103,-51,-0.329032258,Right
E4,2934,B_23,f,E159_23,CL809_24,24/1/2024,18/5/2024,115,Might be three clutches.,3,2 VS 4,Right,Far,0,595,449,449,42,106,-64,-0.432432432,Left
E4,2943,A_23,m,E323_23,CL811_24,26/1/2024,18/5/2024,113,,3,1 VS 4,Left,Close,1,1198,1243,1198,22,6,16,0.571428571,Left
E4,3077,B_28,m,E689_23,CL845_24,15/1/2024,18/5/2024,124,,3,1 VS 4,Right,Close,1,417,859,417,49,22,27,0.38028169,Right
F1,2813,A_23,m,E778_23,CL773_24,15/1/2024,18/5/2024,124,,3,3 VS 4,Right,Far,0,699,266,266,10,16,-6,-0.230769231,Left
F1,2859,B_23,f,E1027_23,CL789_24,19/1/2024,18/5/2024,120,,3,1 VS 3,Left,Far,1,1036,1451,1036,20,239,-219,-0.845559846,Left
F1,3117,A_28,f,E669_23,CL855_24,15/1/2024,18/5/2024,124,,3,1 VS 4,Right,Close,1,395,1322,395,81,149,-68,-0.295652174,Right
F2,2933,A_23,f,E736_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,3,2 VS 3,Left,Close,1,76,539,76,69,50,19,0.159663866,Left
F2,2947,B_23,m,E359_23,CL812_24,22/1/2024,18/5/2024,117,,3,1 VS 4,Left,Far,0,338,235,235,74,89,-15,-0.09202454,Right
F2,3059,B_28,f,E176_23,CL840_24,10/1/2024,18/5/2024,129,,3,3 VS 4,Left,Close,1,628,766,628,55,31,24,0.279069767,Left
F3,2977,B_23,f,E612_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,3,3 VS 4,Right,Close,1,93,297,93,126,38,88,0.536585366,Right
F3,2988,B_28,f,E064_23,CL821_24,10/1/2024,18/5/2024,129,,3,2 VS 3,Left,Far,0,448,413,413,62,82,-20,-0.138888889,Right
F3,3172,A_28,f,E774_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",3,3 VS 4,Left,Close,1,534,578,534,117,42,75,0.471698113,Left
F4,2935,A_23,m,E539_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,3,2 VS 4,Right,Far,0,289,213,213,116,90,26,0.126213592,Left
F4,2998,B_28,m,E167_23,CL823_24,8/1/2024,18/5/2024,131,,3,2 VS 4,Left,Far,0,2502,2400,2400,48,42,6,0.066666667,Right
F4,3134,A_28,f,E777_23,CL860_24,12/1/2024,18/5/2024,127,,3,2 VS 3,Right,Far,0,1719,1401,1401,70,55,15,0.12,Left
G1,2799,A_23,f,E631_23,CL769_24,15/1/2024,18/5/2024,124,,3,1 VS 3,Left,Close,1,600,937,600,63,31,32,0.340425532,Left
G1,2866,B_23,f,E644_23,CL792_24,17/1/2024,18/5/2024,122,,3,2 VS 3,Left,Far,1,2019,2071,2019,31,28,3,0.050847458,Left
G1,3128,B_28,f,E848_23,CL858_24,15/1/2024,18/5/2024,124,,3,1 VS 3,Left,Far,0,2863,2039,2039,37,242,-205,-0.734767025,Right
G1,3209,A_28,m,E408_23,CL875_24,15/1/2024,18/5/2024,124,,3,2 VS 4,Right,Close,1,101,671,101,127,136,-9,-0.034220532,Right
G2,2826,A_23,m,E502_23,CL779_24,15/1/2024,18/5/2024,124,,3,1 VS 4,Right,Far,0,904,618,618,46,85,-39,-0.297709924,Left
G2,2894,B_23,f,E181_23,CL798_24,24/1/2024,18/5/2024,115,,3,2 VS 4,Left,Far,1,46,151,46,48,54,-6,-0.058823529,Left
G2,3000,A_28,m,E193_23,CL823_24,8/1/2024,18/5/2024,131,,3,1 VS 3,Left,Close,1,467,551,467,57,26,31,0.373493976,Left
G3,2846,A_23,f,E766_23,CL785_24,15/1/2024,18/5/2024,124,,3,3 VS 4,Left,Far,0,357,302,302,220,42,178,0.679389313,Right
G3,3146,A_28,f,E069_23,CL862_24,12/1/2024,18/5/2024,127,,3,1 VS 4,Left,Far,0,2264,357,357,67,59,8,0.063492063,Right
G3,3167,B_28,f,E639_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",3,1 VS 4,Right,Far,0,781,653,653,23,22,1,0.022222222,Left
G4,2817,A_23,m,E627_23,CL774_24,15/1/2024,18/5/2024,124,,3,2 VS 3,Right,Close,1,178,206,178,19,14,5,0.151515152,Right
G4,2932,B_23,m,E190_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,3,1 VS 3,Left,Close,0,321,199,199,116,70,46,0.247311828,Right
G4,3130,B_28,f,E416_23,CL859_24,15/1/2024,18/5/2024,124,,3,3 VS 4,Right,Close,1,528,811,528,82,39,43,0.355371901,Right
G4,3133,A_28,f,E558_23,CL859_24,12/1/2024,18/5/2024,127,,3,3 VS 4,Left,Close,1,159,202,159,237,23,214,0.823076923,Left
A1,2882,A_23,m,E552_23,CL796_24,19/1/2024,18/5/2024,120,,4,2 VS 3,Left,Close,1,923,1641,923,21,10,11,0.35483871,Left
A1,2940,B_28,m,E236_23,CL810_24,3/1/2024,18/5/2024,136,,4,3 VS 4,Right,Close,1,2748,3539,2748,43,241,-198,-0.697183099,Right
A1,2999,B_23,f,E659_23,CL823_24,28/1/2024,18/5/2024,111,,4,1 VS 3,Left,Far,0,3334,2922,2922,100,173,-73,-0.267399267,Right
A1,3061,A_28,f,E755_23,CL840_24,8/1/2024,18/5/2024,131,,4,3 VS 4,Left,Close,0,1145,1071,1071,117,97,20,0.093457944,Right
A2,2893,A_23,m,E338_23,CL798_24,24/1/2024,18/5/2024,115,,4,2 VS 4,Right,Close,1,113,177,113,27,60,-33,-0.379310345,Right
A2,3058,A_28,f,E171_23,CL839_24,10/1/2024,18/5/2024,129,,4,2 VS 3,Right,Far,0,1322,1266,1266,13,24,-11,-0.297297297,Left
A2,3127,B_23,f,E714_23,CL858_24,2/2/2024,18/5/2024,106,,4,1 VS 4,Right,Far,1,1344,1769,1344,39,61,-22,-0.22,Right
A3,2946,A_23,m,E681_23,CL812_24,22/1/2024,18/5/2024,117,,4,1 VS 3,Left,Close,1,135,158,135,18,219,-201,-0.848101266,Left
A3,2972,B_28,f,E261_23,CL818_24,5/1/2024,18/5/2024,134,,4,2 VS 3,Right,Far,0,423,392,392,25,33,-8,-0.137931034,Left
A3,2986,B_23,m,E648_23,CL821_24,28/1/2024,18/5/2024,111,,4,3 VS 4,Left,Far,1,343,376,343,83,24,59,0.551401869,Left
A3,3004,A_28,m,E161_23,CL824_24,8/1/2024,18/5/2024,131,,4,2 VS 4,Right,Close,0,860,828,828,37,47,-10,-0.119047619,Left
A4,2917,A_23,m,E629_23,CL805_24,22/1/2024,18/5/2024,117,,4,1 VS 4,Left,Far,0,207,121,121,55,62,-7,-0.05982906,Right
A4,3037,B_28,f,E237_23,CL832_24,8/1/2024,18/5/2024,131,,4,2 VS 4,Right,Far,1,490,605,490,49,33,16,0.195121951,Right
A4,3131,B_23,m,E3101_23,CL859_24,2/2/2024,18/5/2024,106,,4,2 VS 3,Right,Close,1,99,196,99,65,33,32,0.326530612,Right
B1,2942,A_28,m,E239_23,CL811_24,3/1/2024,18/5/2024,136,,4,1 VS 3,Left,Close,0,908,405,405,104,173,-69,-0.249097473,Right
B1,2978,B_28,m,E677_23,CL819_24,5/1/2024,18/5/2024,134,Might be two clutches.,4,1 VS 3,Left,Close,1,2375,2422,2375,79,46,33,0.264,Left
B1,3110,B_23,f,E119_23,CL853_24,2/2/2024,18/5/2024,106,,4,2 VS 4,Left,Far,0,387,53,53,55,166,-111,-0.502262443,Right
B2,2811,B_28,m,E789_23,CL772_24,17/1/2024,18/5/2024,122,,4,1 VS 4,Right,Close,1,481,697,481,160,168,-8,-0.024390244,Right
B2,2973,A_28,m,E735_23,CL818_24,5/1/2024,18/5/2024,134,,4,1 VS 4,Left,Close,0,239,111,111,55,151,-96,-0.466019417,Right
B2,3003,B_23,f,E4005_23,CL824_24,31/1/2024,18/5/2024,108,,4,1 VS 3,Right,Far,0,348,125,125,39,226,-187,-0.705660377,Left
B2,3035,A_23,m,E1017_23,CL832_24,24/1/2024,18/5/2024,115,,4,3 VS 4,Left,Far,0,1487,1245,1245,114,49,65,0.398773006,Right
B3,2898,A_23,f,E425_23,CL800_24,19/1/2024,18/5/2024,120,,4,2 VS 3,Left,Far,0,1008,820,820,73,186,-113,-0.436293436,Right
B3,2915,B_23,m,E247_23,CL804_24,22/1/2024,18/5/2024,117,,4,1 VS 4,Left,Close,1,375,720,375,279,87,192,0.524590164,Left
B3,3182,A_28,m,E802_23,CL870_24,17/1/2024,18/5/2024,122,,4,3 VS 4,Left,Close,1,1125,1552,1125,26,70,-44,-0.458333333,Left
B3,3208,B_28,f,E200_23,CL875_24,19/1/2024,18/5/2024,120,,4,3 VS 4,Right,Far,1,1076,1152,1076,92,165,-73,-0.284046693,Right
B4,2976,A_23,m,E722_23,CL819_24,22/1/2024,18/5/2024,117,Might be two clutches.,4,2 VS 4,Right,Close,1,198,631,198,264,141,123,0.303703704,Right
B4,3183,B_28,m,E151_23,CL870_24,17/1/2024,18/5/2024,122,,4,2 VS 3,Left,Close,0,1800,1188,1188,83,91,-8,-0.045977011,Right
B4,3205,B_28,f,E772_23,CL875_24,17/1/2024,18/5/2024,122,,4,2 VS 4,Left,Far,0,1788,1675,1675,99,99,0,0,Right
C1,2880,B_23,m,E427_23,CL796_24,19/1/2024,18/5/2024,120,,4,3 VS 4,Right,Close,1,237,296,237,27,23,4,0.08,Right
C1,2991,A_23,f,E976_23,CL821_24,24/1/2024,18/5/2024,115,,4,1 VS 3,Right,Close,1,2128,2208,2128,45,83,-38,-0.296875,Right
C1,3076,B_28,f,E0143_23,CL845_24,12/1/2024,18/5/2024,127,,4,1 VS 3,Left,Close,1,2067,2579,2067,107,54,53,0.329192547,Left
C2,2831,B_23,m,E705_23,CL780_24,17/1/2024,18/5/2024,122,,4,2 VS 3,Right,Close,0,1837,1622,1622,194,146,48,0.141176471,Left
C2,3150,A_28,f,E094_23,CL864_24,17/1/2024,18/5/2024,122,,4,2 VS 3,Left,Close,0,2013,1940,1940,64,58,6,0.049180328,Right
C2,3161,B_28,f,E664_23,CL866_24,17/1/2024,18/5/2024,122,,4,1 VS 4,Right,Far,1,681,781,681,88,155,-67,-0.275720165,Right
C3,2975,B_23,m,E915_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,4,2 VS 4,Right,Close,0,702,410,410,159,248,-89,-0.218673219,Left
C3,3151,B_28,f,E801_23,CL864_24,17/1/2024,18/5/2024,122,,4,3 VS 4,Left,Close,1,413,522,413,84,119,-35,-0.172413793,Left
C3,3175,A_28,f,E733_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",4,2 VS 4,Right,Far,0,758,683,683,115,135,-20,-0.08,Left
C4,2810,A_23,m,E582_23,CL772_24,17/1/2024,18/5/2024,122,,4,1 VS 4,Right,Close,1,479,612,479,146,29,117,0.668571429,Right
C4,2941,A_23,m,E045_23,CL810_24,22/1/2024,18/5/2024,117,,4,3 VS 4,Left,Close,1,2050,2260,2050,178,153,25,0.075528701,Left
C4,3126,A_28,f,E817_23,CL858_24,15/1/2024,18/5/2024,124,,4,1 VS 3,Right,Far,0,1638,1477,1477,119,146,-27,-0.101886792,Left
E1,2869,B_23,f,E411_23,CL793_24,19/1/2024,18/5/2024,120,,4,1 VS 3,Left,Far,0,4752,3957,3957,70,40,30,0.272727273,Right
E1,3019,A_28,f,E074_23,CL828_24,8/1/2024,18/5/2024,131,,4,1 VS 4,Left,Close,0,1249,443,443,21,48,-27,-0.391304348,Right
E1,3168,A_28,f,E534_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",4,3 VS 4,Left,Far,0,2891,2665,2665,24,34,-10,-0.172413793,Right
E2,2897,B_23,f,E473_23,CL800_24,22/1/2024,18/5/2024,117,,4,1 VS 4,Right,Close,0,1138,947,947,108,111,-3,-0.01369863,Left
E2,3022,A_23,f,E478_23,CL829_24,22/1/2024,18/5/2024,117,,4,2 VS 3,Left,Close,0,2310,2230,2230,19,57,-38,-0.5,Right
E2,3119,B_28,m,E713_23,CL855_24,15/1/2024,18/5/2024,124,,4,2 VS 3,Right,Close,1,1255,1388,1255,22,44,-22,-0.333333333,Right
E2,3121,A_28,f,E377_23,CL856_24,15/1/2024,18/5/2024,124,,4,2 VS 3,Right,Far,0,1063,497,497,78,159,-81,-0.341772152,Left
E3,2812,B_23,m,E278_23,CL772_24,17/1/2024,18/5/2024,122,,4,3 VS 4,Right,Far,0,1009,711,711,75,205,-130,-0.464285714,Left
E3,2844,A_23,m,E1728_23,CL784_24,15/1/2024,18/5/2024,124,,4,2 VS 4,Right,Close,0,141,77,77,54,56,-2,-0.018181818,Left
E3,3002,B_28,f,E787_23,CL824_24,8/1/2024,18/5/2024,131,,4,2 VS 4,Right,Far,1,952,993,952,36,73,-37,-0.339449541,Right
E3,3075,A_28,m,E827_23,CL845_24,15/1/2024,18/5/2024,124,,4,2 VS 4,Left,Far,0,114,50,50,64,43,21,0.196261682,Right
E4,2934,B_23,f,E159_23,CL809_24,24/1/2024,18/5/2024,115,Might be three clutches.,4,2 VS 3,Left,Close,1,489,896,489,131,82,49,0.230046948,Left
E4,2943,A_23,m,E323_23,CL811_24,26/1/2024,18/5/2024,113,,4,1 VS 3,Left,Close,0,1636,1493,1493,10,30,-20,-0.5,Right
E4,3077,B_28,m,E689_23,CL845_24,15/1/2024,18/5/2024,124,,4,1 VS 3,Right,Close,1,625,851,625,93,38,55,0.419847328,Right
F1,2813,A_23,m,E778_23,CL773_24,15/1/2024,18/5/2024,124,,4,1 VS 4,Left,Close,1,1751,1790,1751,55,21,34,0.447368421,Left
F1,2859,B_23,f,E1027_23,CL789_24,19/1/2024,18/5/2024,120,,4,2 VS 4,Left,Far,0,1128,577,577,163,48,115,0.545023697,Right
F1,3117,A_28,f,E669_23,CL855_24,15/1/2024,18/5/2024,124,,4,1 VS 3,Left,Far,1,827,1217,827,170,50,120,0.545454545,Left
F2,2933,A_23,f,E736_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,4,3 VS 4,Left,Close,0,451,193,193,48,75,-27,-0.219512195,Right
F2,2947,B_23,m,E359_23,CL812_24,22/1/2024,18/5/2024,117,,4,1 VS 3,Right,Close,0,299,173,173,118,64,54,0.296703297,Left
F2,3059,B_28,f,E176_23,CL840_24,10/1/2024,18/5/2024,129,,4,1 VS 4,Left,Close,1,1903,1997,1903,51,119,-68,-0.4,Left
F3,2977,B_23,f,E612_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,4,1 VS 4,Left,Far,0,280,156,156,48,71,-23,-0.193277311,Right
F3,2988,B_28,f,E064_23,CL821_24,10/1/2024,18/5/2024,129,,4,3 VS 4,Left,Far,1,198,853,198,19,39,-20,-0.344827586,Left
F3,3172,A_28,f,E774_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",4,1 VS 4,Left,Close,0,653,213,213,76,68,8,0.055555556,Right
F4,2935,A_23,m,E539_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,4,2 VS 3,Right,Far,1,243,360,243,55,49,6,0.057692308,Right
F4,2998,B_28,m,E167_23,CL823_24,8/1/2024,18/5/2024,131,,4,2 VS 3,Left,Far,1,3284,3793,3284,58,37,21,0.221052632,Left
F4,3134,A_28,f,E777_23,CL860_24,12/1/2024,18/5/2024,127,,4,3 VS 4,Left,Close,1,1991,2454,1991,75,14,61,0.685393258,Left
G1,2799,A_23,f,E631_23,CL769_24,15/1/2024,18/5/2024,124,,4,2 VS 4,Left,Close,1,440,484,440,34,72,-38,-0.358490566,Left
G1,2866,B_23,f,E644_23,CL792_24,17/1/2024,18/5/2024,122,,4,3 VS 4,Left,Close,1,2773,3123,2773,32,22,10,0.185185185,Left
G1,3128,B_28,f,E848_23,CL858_24,15/1/2024,18/5/2024,124,,4,2 VS 4,Right,Far,0,2251,1259,1259,47,118,-71,-0.43030303,Left
G1,3209,A_28,m,E408_23,CL875_24,15/1/2024,18/5/2024,124,,4,2 VS 3,Right,Close,1,242,263,242,17,123,-106,-0.757142857,Right
G2,2826,A_23,m,E502_23,CL779_24,15/1/2024,18/5/2024,124,,4,1 VS 3,Left,Close,1,390,820,390,33,23,10,0.178571429,Left
G2,2894,B_23,f,E181_23,CL798_24,24/1/2024,18/5/2024,115,,4,2 VS 3,Right,Close,0,109,25,25,11,70,-59,-0.728395062,Left
G2,3000,A_28,m,E193_23,CL823_24,8/1/2024,18/5/2024,131,,4,2 VS 4,Left,Close,1,601,722,601,73,47,26,0.216666667,Left
G3,2846,A_23,f,E766_23,CL785_24,15/1/2024,18/5/2024,124,,4,1 VS 4,Left,Far,1,302,377,302,92,27,65,0.546218487,Left
G3,3146,A_28,f,E069_23,CL862_24,12/1/2024,18/5/2024,127,,4,1 VS 3,Left,Far,1,183,1260,183,40,45,-5,-0.058823529,Left
G3,3167,B_28,f,E639_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",4,1 VS 3,Right,Far,1,1173,1194,1173,12,95,-83,-0.775700935,Right
G4,2817,A_23,m,E627_23,CL774_24,15/1/2024,18/5/2024,124,,4,3 VS 4,Left,Far,0,332,142,142,22,32,-10,-0.185185185,Right
G4,2932,B_23,m,E190_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,4,2 VS 4,Right,Far,0,187,19,19,43,104,-61,-0.414965986,Left
G4,3130,B_28,f,E416_23,CL859_24,15/1/2024,18/5/2024,124,,4,1 VS 4,Left,Far,0,833,691,691,84,54,30,0.217391304,Right
G4,3133,A_28,f,E558_23,CL859_24,12/1/2024,18/5/2024,127,,4,1 VS 4,Left,Close,1,275,330,275,70,39,31,0.28440367,Left
A1,2882,A_23,m,E552_23,CL796_24,19/1/2024,18/5/2024,120,,5,3 VS 4,Right,Far,0,750,635,635,23,28,-5,-0.098039216,Left
A1,2940,B_28,m,E236_23,CL810_24,3/1/2024,18/5/2024,136,,5,1 VS 4,Right,Close,1,2137,3041,2137,17,213,-196,-0.852173913,Right
A1,2999,B_23,f,E659_23,CL823_24,28/1/2024,18/5/2024,111,,5,2 VS 4,Left,Far,0,3602,3475,3475,80,47,33,0.25984252,Right
A1,3061,A_28,f,E755_23,CL840_24,8/1/2024,18/5/2024,131,,5,1 VS 4,Left,Close,0,1125,926,926,135,138,-3,-0.010989011,Right
A2,2893,A_23,m,E338_23,CL798_24,24/1/2024,18/5/2024,115,,5,2 VS 3,Left,Far,1,1963,881,881,40,16,24,0.428571429,Left
A2,3058,A_28,f,E171_23,CL839_24,10/1/2024,18/5/2024,129,,5,3 VS 4,Left,Close,1,1076,2025,1076,12,64,-52,-0.684210526,Left
A2,3127,B_23,f,E714_23,CL858_24,2/2/2024,18/5/2024,106,,5,1 VS 3,Left,Close,0,802,226,226,42,30,12,0.166666667,Right
A3,2946,A_23,m,E681_23,CL812_24,22/1/2024,18/5/2024,117,,5,2 VS 4,Left,Close,1,358,407,358,47,25,22,0.305555556,Left
A3,2972,B_28,f,E261_23,CL818_24,5/1/2024,18/5/2024,134,,5,3 VS 4,Right,Far,0,1038,860,860,57,90,-33,-0.224489796,Left
A3,2986,B_23,m,E648_23,CL821_24,28/1/2024,18/5/2024,111,,5,1 VS 4,Left,Far,0,536,390,390,47,84,-37,-0.282442748,Right
A3,3004,A_28,m,E161_23,CL824_24,8/1/2024,18/5/2024,131,,5,2 VS 3,Right,Close,0,942,739,739,10,53,-43,-0.682539683,Left
A4,2917,A_23,m,E629_23,CL805_24,22/1/2024,18/5/2024,117,,5,1 VS 3,Left,Far,1,186,246,186,37,81,-44,-0.372881356,Left
A4,3037,B_28,f,E237_23,CL832_24,8/1/2024,18/5/2024,131,,5,2 VS 3,Left,Close,0,237,157,157,45,63,-18,-0.166666667,Right
